HT	IQ
17.4972876	NA
17.53416624	NA
17.570929	NA
17.60761346	NA
17.644284644	NA
17.680928124	NA
17.717429224	NA
17.75387812	NA
17.79027604	NA
17.82663976	NA
17.862943708	NA
17.899246428	NA
17.935544788	NA
17.971798548	NA
18.008014338	NA
18.044099898	NA
18.080089578	NA
18.116060418	NA
18.152006778	NA
18.187897578	NA
18.223614618	NA
18.259215938	NA
18.294806438	NA
18.330281632	NA
18.365683132	NA
18.400997026	NA
18.436310326	NA
18.471544126	NA
18.506769306	NA
18.541872906	NA
18.576903186	NA
18.611818786	NA
18.646684426	NA
18.6815042	NA
18.71632364	NA
18.751129124	NA
18.785718364	NA
18.820297084	NA
18.854847964	NA
18.889328384	NA
18.923761744	NA
18.958127344	NA
18.992445144	NA
19.026740196	NA
19.060859436	NA
19.094947656	NA
19.129023376	NA
19.162976676	NA
19.196920692	NA
19.230819692	NA
19.264700252	NA
19.298523412	NA
19.332307412	NA
19.366030292	NA
19.399712212	NA
19.433379712	NA
19.466981712	NA
19.500539916	NA
19.533940856	NA
19.567334936	NA
19.600723736	NA
19.634081816	NA
19.667430656	NA
19.700737236	NA
19.734012978	NA
19.767229198	NA
19.800444138	NA
19.833648378	NA
19.866829638	NA
19.899989638	NA
19.933114726	NA
19.966130566	NA
19.99913483	NA
20.03213375	NA
20.06509283	NA
20.09804491	NA
20.13095571	NA
20.16384647	NA
20.19669467	NA
20.22948647	NA
20.26224647	NA
20.29496711	NA
20.32767623	NA
20.36036993	NA
20.39302047	NA
20.42565069	NA
20.45823189	NA
20.49075039	NA
20.52323823	NA
20.55570843	NA
20.58817323	NA
20.62062969	NA
20.65304607	NA
20.68539303	NA
20.71770823	NA
20.74996199	NA
20.78219323	NA
20.81437019	NA
20.84654669	NA
20.87865459	NA
20.91074247	NA
20.94278959	NA
20.97482631	NA
21.006762582	NA
21.038690262	NA
21.070516602	NA
21.102337482	NA
21.134143032	NA
21.165862992	NA
21.197557792	NA
21.229239332	NA
21.260731572	NA
21.292157472	NA
21.323555672	NA
21.354900972	NA
21.386167662	NA
21.417420062	NA
21.448640862	NA
21.479783724	NA
21.510881604	NA
21.541965304	NA
21.573007084	NA
21.604024244	NA
21.635011604	NA
21.665906884	NA
21.696749124	NA
21.727586724	NA
21.758410524	NA
21.789212124	NA
21.819902244	NA
21.850591204	NA
21.881257444	NA
21.911864804	NA
21.942447804	NA
21.972990684	NA
22.00351614	NA
22.03397076	NA
22.06437276	NA
22.09476326	NA
22.1251171	NA
22.1554571	NA
22.185790868	NA
22.216073108	NA
22.246287188	NA
22.276498308	NA
22.306690308	NA
22.336881168	NA
22.366927888	NA
22.396903088	NA
22.426875448	NA
22.456807288	NA
22.486723656	NA
22.516553196	NA
22.54635905	NA
22.57615105	NA
22.60586993	NA
22.63554965	NA
22.66521995	NA
22.69483487	NA
22.72438937	NA
22.75392107	NA
22.78344671	NA
22.81294991	NA
22.84244941	NA
22.87187231	NA
22.90128917	NA
22.93061689	NA
22.95993569	NA
22.98919145	NA
23.01839711	NA
23.04759446	NA
23.07675822	NA
23.10587934	NA
23.1349551	NA
23.16395511	NA
23.19292915	NA
23.22185707	NA
23.25072619	NA
23.27956839	NA
23.30835519	NA
23.33713893	NA
23.36583123	NA
23.39450211	NA
23.42314047	NA
23.45176929	NA
23.48032509	NA
23.50884357	NA
23.53731889	NA
23.56577739	NA
23.59413423	NA
23.62236397	NA
23.65057789	NA
23.67875275	NA
23.70691835	NA
23.73503489	NA
23.76313945	NA
23.79122753	NA
23.81930791	NA
23.84734735	NA
23.87536079	NA
23.90335767	NA
23.93133917	NA
23.95926437	NA
23.98711617	NA
24.01496613	NA
24.04280183	NA
24.07059007	NA
24.09836527	NA
24.12612019	NA
24.15387473	NA
24.18161781	NA
24.20928217	NA
24.23688877	NA
24.26449047	NA
24.292082118	NA
24.319654278	NA
24.347134678	NA
24.374510678	NA
24.401836418	NA
24.429153118	NA
24.456442718	NA
24.483540918	NA
24.510638838	NA
24.537717898	NA
24.564776978	NA
24.591810738	NA
24.618806778	NA
24.645795978	NA
24.672672978	NA
24.699546578	NA
24.726416338	NA
24.753270218	NA
24.779970158	NA
24.806632998	NA
24.833167518	NA
24.859695558	NA
24.886199378	NA
24.912699358	NA
24.939159178	NA
24.965605258	NA
24.992015278	NA
25.018418278	NA
25.044759558	NA
25.071066558	NA
25.097363058	NA
25.123648478	NA
25.149762278	NA
25.175852498	NA
25.201905778	NA
25.227894738	NA
25.253818578	NA
25.279690878	NA
25.305559358	NA
25.331378018	NA
25.357165558	NA
25.382943318	NA
25.408717698	NA
25.434404938	NA
25.460047418	NA
25.485677018	NA
25.511305398	NA
25.536933098	NA
25.562553578	NA
25.588141318	NA
25.613691798	NA
25.639139598	NA
25.664563038	NA
25.689877158	NA
25.715167878	NA
25.740439298	NA
25.765700498	NA
25.790955298	NA
25.816198318	NA
25.841411118	NA
25.866552718	NA
25.891686078	NA
25.916768178	NA
25.941844618	NA
25.966823418	NA
25.991744458	NA
26.016663118	NA
26.041550958	NA
26.066422358	NA
26.091228558	NA
26.116031398	NA
26.140809978	NA
26.165580178	NA
26.190267878	NA
26.214933998	NA
26.239591718	NA
26.264242878	NA
26.288892838	NA
26.313532638	NA
26.338168158	NA
26.362801998	NA
26.387415678	NA
26.412015358	NA
26.436608058	NA
26.461196018	NA
26.485775218	NA
26.510340718	NA
26.534810518	NA
26.559240438	NA
26.583621438	NA
26.607999038	NA
26.632372478	NA
26.656731358	NA
26.681081278	NA
26.705386018	NA
26.729653858	NA
26.753897698	NA
26.778135778	NA
26.802338058	NA
26.826527358	NA
26.850661818	NA
26.874794538	NA
26.898869218	NA
26.922938978	NA
26.946988678	NA
26.971004998	NA
26.995019078	NA
27.019004478	NA
27.042986238	NA
27.066961238	NA
27.090924118	NA
27.114884938	NA
27.138770218	NA
27.162627398	NA
27.186472998	NA
27.210266658	NA
27.234040818	NA
27.257769938	NA
27.281488338	NA
27.305169498	NA
27.328836918	NA
27.352496118	NA
27.376154298	NA
27.399804738	NA
27.423416418	NA
27.447009018	NA
27.470587818	NA
27.494161098	NA
27.517717378	NA
27.541271298	NA
27.564821418	NA
27.588352778	NA
27.611853578	NA
27.635341658	NA
27.658784858	NA
27.682208738	NA
27.705602038	NA
27.728963278	NA
27.752303598	NA
27.775618758	NA
27.798898758	NA
27.822136518	NA
27.845358318	NA
27.868552518	NA
27.891687118	NA
27.914771938	NA
27.937838698	NA
27.960883698	NA
27.983863218	NA
28.006818178	NA
28.029753618	NA
28.052681018	NA
28.075605818	NA
28.098454358	NA
28.121262118	NA
28.144052038	NA
28.166805678	NA
28.189537038	NA
28.212234318	NA
28.234925818	NA
28.257617218	NA
28.280305858	NA
28.302962138	NA
28.325601558	NA
28.348226758	NA
28.370809158	NA
28.393369158	NA
28.415928198	NA
28.438454198	NA
28.460950698	NA
28.483432938	NA
28.505906858	NA
28.528374858	NA
28.550809978	NA
28.573203778	NA
28.595589778	NA
28.617956718	NA
28.640285718	NA
28.662567318	NA
28.684780598	NA
28.706966198	NA
28.729149078	NA
28.751324758	NA
28.773448738	NA
28.795549578	NA
28.817637878	NA
28.839690158	NA
28.861720778	NA
28.883714778	NA
28.905694938	NA
28.927597938	NA
28.949473138	NA
28.971322058	NA
28.993169818	NA
29.015014618	NA
29.036858578	NA
29.058696618	NA
29.080515618	NA
29.102330138	NA
29.124143138	NA
29.145931698	NA
29.167695458	NA
29.189455958	NA
29.211163458	NA
29.232835458	NA
29.254501998	NA
29.276157618	NA
29.297788178	NA
29.319412578	NA
29.341034978	NA
29.362617518	NA
29.384171818	NA
29.405722018	NA
29.427264898	NA
29.448764398	NA
29.470256398	NA
29.491742638	NA
29.513228158	NA
29.534710738	NA
29.556163538	NA
29.577596938	NA
29.598996538	NA
29.620389178	NA
29.641779178	NA
29.663126518	NA
29.684455078	NA
29.705783078	NA
29.727108298	NA
29.748430898	NA
29.769709618	NA
29.790972658	NA
29.812231858	NA
29.833488058	NA
29.854730818	NA
29.875967138	NA
29.897180398	NA
29.918377678	NA
29.939554638	NA
29.960725338	NA
29.981895778	NA
30.003056698	NA
30.024213538	NA
30.045368738	NA
30.066514938	NA
30.087658638	NA
30.108799638	NA
30.129828978	NA
30.150854918	NA
30.171854678	NA
30.192829978	NA
30.213795278	NA
30.234695998	NA
30.255571678	NA
30.276436778	NA
30.297234218	NA
30.317987938	NA
30.338717458	NA
30.359442858	NA
30.380157058	NA
30.400860658	NA
30.421507438	NA
30.442147438	NA
30.462787138	NA
30.483376798	NA
30.503958418	NA
30.524530658	NA
30.545099858	NA
30.565665038	NA
30.586210958	NA
30.606741118	NA
30.627268838	NA
30.647784338	NA
30.668258498	NA
30.688702898	NA
30.709100278	NA
30.729468318	NA
30.749813718	NA
30.770147518	NA
30.790480558	NA
30.810778478	NA
30.831058078	NA
30.851298298	NA
30.871533238	NA
30.891767398	NA
30.912000898	NA
30.932228398	NA
30.952453798	NA
30.972656818	NA
30.992826658	NA
31.012974658	NA
31.033114498	NA
31.053252338	NA
31.073368018	NA
31.093445218	NA
31.113518818	NA
31.133583018	NA
31.153628758	NA
31.173665078	NA
31.193678758	NA
31.213686658	NA
31.233691538	NA
31.253694738	NA
31.273676818	NA
31.293653518	NA
31.313599158	NA
31.333508498	NA
31.353407498	NA
31.373298538	NA
31.393189178	NA
31.413056298	NA
31.432855938	NA
31.452639558	NA
31.472420418	NA
31.492154258	NA
31.511862578	NA
31.531568978	NA
31.551272618	NA
31.570972298	NA
31.590671218	NA
31.610367538	NA
31.630032178	NA
31.649688178	NA
31.669277398	NA
31.688837458	NA
31.708392658	NA
31.727942858	NA
31.747440698	NA
31.766908618	NA
31.786358698	NA
31.805791598	NA
31.825223598	NA
31.844652238	NA
31.864055118	NA
31.883444878	NA
31.902813398	NA
31.922161298	NA
31.941504538	NA
31.960834218	NA
31.980160238	NA
31.999485038	NA
32.018797918	NA
32.038064638	NA
32.057309678	NA
32.076553358	NA
32.095783698	NA
32.114979778	NA
32.134171258	NA
32.153339778	NA
32.172395178	NA
32.191439418	NA
32.210480778	NA
32.229481578	NA
32.248449258	NA
32.267396778	NA
32.286335778	NA
32.305251738	NA
32.324166678	NA
32.343039378	NA
32.361910338	NA
32.380772818	NA
32.399622818	NA
32.418470318	NA
32.437315118	NA
32.456136118	NA
32.474951118	NA
32.493728318	NA
32.512497398	NA
32.531256578	NA
32.550012818	NA
32.568732398	NA
32.587433918	NA
32.606088258	NA
32.624678578	NA
32.643259318	NA
32.661823318	NA
32.680371798	NA
32.698913958	NA
32.717450058	NA
32.735961378	NA
32.754449698	NA
32.772919138	NA
32.791383738	NA
32.809825058	NA
32.828245298	NA
32.846652098	NA
32.865056698	NA
32.883450138	NA
32.901837258	NA
32.920223178	NA
32.938599978	NA
32.956967678	NA
32.975329498	NA
32.993680998	NA
33.012027558	NA
33.030360558	NA
33.048676958	NA
33.066958098	NA
33.085226298	NA
33.103419198	NA
33.121554198	NA
33.139668758	NA
33.157769438	NA
33.175852958	NA
33.193929098	NA
33.211996378	NA
33.230059058	NA
33.248116538	NA
33.266138438	NA
33.284153958	NA
33.302166018	NA
33.320157378	NA
33.338120778	NA
33.356074778	NA
33.374024938	NA
33.391962018	NA
33.409861138	NA
33.427732578	NA
33.445586618	NA
33.463431438	NA
33.481274838	NA
33.499069518	NA
33.516827058	NA
33.534564918	NA
33.552285738	NA
33.570005898	NA
33.587652338	NA
33.605292338	NA
33.622930058	NA
33.640556258	NA
33.658171618	NA
33.675781798	NA
33.693382238	NA
33.710979758	NA
33.728565558	NA
33.746133678	NA
33.763699438	NA
33.781259638	NA
33.798810038	NA
33.816349238	NA
33.833879658	NA
33.851392318	NA
33.868890718	NA
33.886380378	NA
33.903847878	NA
33.921295678	NA
33.938739518	NA
33.956178278	NA
33.973605378	NA
33.991030478	NA
34.008454358	NA
34.025874438	NA
34.043277558	NA
34.060666818	NA
34.078013838	NA
34.095358258	NA
34.112701978	NA
34.130016358	NA
34.147317158	NA
34.164581678	NA
34.181830878	NA
34.199072618	NA
34.216306178	NA
34.233534158	NA
34.250760398	NA
34.267977418	NA
34.285188378	NA
34.302378918	NA
34.319552998	NA
34.336707558	NA
34.353856998	NA
34.370968578	NA
34.388071658	NA
34.405171858	NA
34.422265858	NA
34.439355958	NA
34.456412258	NA
34.473466918	NA
34.490502538	NA
34.507506898	NA
34.524506538	NA
34.541498538	NA
34.558460418	NA
34.575389418	NA
34.592314218	NA
34.609231118	NA
34.626105798	NA
34.642961718	NA
34.659815558	NA
34.676663498	NA
34.693509158	NA
34.710323558	NA
34.727115158	NA
34.743882278	NA
34.760610658	NA
34.777328978	NA
34.794030098	NA
34.810653458	NA
34.827274838	NA
34.843870998	NA
34.860459398	NA
34.877044398	NA
34.893621378	NA
34.910195218	NA
34.926762418	NA
34.943309298	NA
34.959855058	NA
34.976392658	NA
34.992903358	NA
35.009391998	NA
35.025856778	NA
35.042319518	NA
35.058775518	NA
35.075208078	NA
35.091615578	NA
35.108013778	NA
35.124397778	NA
35.140765538	NA
35.157126358	NA
35.173472638	NA
35.189816878	NA
35.206151498	NA
35.222481518	NA
35.238808538	NA
35.255128738	NA
35.271435938	NA
35.287733858	NA
35.304027278	NA
35.320318718	NA
35.336572358	NA
35.352805678	NA
35.369026918	NA
35.385232198	NA
35.401391798	NA
35.417551298	NA
35.433704498	NA
35.449850738	NA
35.465991458	NA
35.482131938	NA
35.498266018	NA
35.514374698	NA
35.530474958	NA
35.546574238	NA
35.562669698	NA
35.578743678	NA
35.594788838	NA
35.610833958	NA
35.626872318	NA
35.642888378	NA
35.658901338	NA
35.674897338	NA
35.690879178	NA
35.706838998	NA
35.722794958	NA
35.738739598	NA
35.754677998	NA
35.770615378	NA
35.786544478	NA
35.802465518	NA
35.818351838	NA
35.834233598	NA
35.850109598	NA
35.865983198	NA
35.881827438	NA
35.897636078	NA
35.913435278	NA
35.929224878	NA
35.944961678	NA
35.960684138	NA
35.976362378	NA
35.992035658	NA
36.007707258	NA
36.023353758	NA
36.038994678	NA
36.054622198	NA
36.070246338	NA
36.085844018	NA
36.101423218	NA
36.116999698	NA
36.132561298	NA
36.148106098	NA
36.163643698	NA
36.179180338	NA
36.194701618	NA
36.210214738	NA
36.225710738	NA
36.241187618	NA
36.256645998	NA
36.272096398	NA
36.287525978	NA
36.302935978	NA
36.318337858	NA
36.333651718	NA
36.348949318	NA
36.364236038	NA
36.379520918	NA
36.394802198	NA
36.410014318	NA
36.425210458	NA
36.440395978	NA
36.455578538	NA
36.470741738	NA
36.485892938	NA
36.501043258	NA
36.516180058	NA
36.531289378	NA
36.546394898	NA
36.561492898	NA
36.576584018	NA
36.591672198	NA
36.606727398	NA
36.621773478	NA
36.636806078	NA
36.651835838	NA
36.666850178	NA
36.681846278	NA
36.696821318	NA
36.711793558	NA
36.726727558	NA
36.741624858	NA
36.756510058	NA
36.771381298	NA
36.786233658	NA
36.801067818	NA
36.815901418	NA
36.830671418	NA
36.845408738	NA
36.860132738	NA
36.874852118	NA
36.889530998	NA
36.904199278	NA
36.918866578	NA
36.933524938	NA
36.948183298	NA
36.962832018	NA
36.977476818	NA
36.992119878	NA
37.006728078	NA
37.021335678	NA
37.035932198	NA
37.050504998	NA
37.065061798	NA
37.079593598	NA
37.094092398	NA
37.108582358	NA
37.123069298	NA
37.137554418	NA
37.152031218	NA
37.166485138	NA
37.180934738	NA
37.195349978	NA
37.209752378	NA
37.224147638	NA
37.238532638	NA
37.252916238	NA
37.267269598	NA
37.281580598	NA
37.295882698	NA
37.310177698	NA
37.324457698	NA
37.338737618	NA
37.353006818	NA
37.367275618	NA
37.381531618	NA
37.395746658	NA
37.409951718	NA
37.424115438	NA
37.438272078	NA
37.452407838	NA
37.466536638	NA
37.480646118	NA
37.494729518	NA
37.508801358	NA
37.522836278	NA
37.536863978	NA
37.550891418	NA
37.564917738	NA
37.578939438	NA
37.592942938	NA
37.606943638	NA
37.620943858	NA
37.634923018	NA
37.648893718	NA
37.662851318	NA
37.676800358	NA
37.690748558	NA
37.704666358	NA
37.718581238	NA
37.732492598	NA
37.746382478	NA
37.760269038	NA
37.774148118	NA
37.788005538	NA
37.801859438	NA
37.815709838	NA
37.829545478	NA
37.843326278	NA
37.857103878	NA
37.870876978	NA
37.884621618	NA
37.898344158	NA
37.912065998	NA
37.925785918	NA
37.939501178	NA
37.953204218	NA
37.966904978	NA
37.980602078	NA
37.994293098	NA
38.007945818	NA
38.021575618	NA
38.035205278	NA
38.048818038	NA
38.062338638	NA
38.075852438	NA
38.089341258	NA
38.102817098	NA
38.116289258	NA
38.129750858	NA
38.143207418	NA
38.156653818	NA
38.170095818	NA
38.183533338	NA
38.196961838	NA
38.210367958	NA
38.223767878	NA
38.237150478	NA
38.250528938	NA
38.263887038	NA
38.277243038	NA
38.290576138	NA
38.303903418	NA
38.317221018	NA
38.330535618	NA
38.343843258	NA
38.357121658	NA
38.370396698	NA
38.383634098	NA
38.396865998	NA
38.410063598	NA
38.423234198	NA
38.436376898	NA
38.449518338	NA
38.462651858	NA
38.475776618	NA
38.488898938	NA
38.502007738	NA
38.515096078	NA
38.528162698	NA
38.541219778	NA
38.554253218	NA
38.567269018	NA
38.580261658	NA
38.593249378	NA
38.606211298	NA
38.619132418	NA
38.632051518	NA
38.644965658	NA
38.657872058	NA
38.670753058	NA
38.683624958	NA
38.696494918	NA
38.709363418	NA
38.722229658	NA
38.735073658	NA
38.747903818	NA
38.760733358	NA
38.773561838	NA
38.786352638	NA
38.799132158	NA
38.811904958	NA
38.824667258	NA
38.837427658	NA
38.850185098	NA
38.862939418	NA
38.875690618	NA
38.888437498	NA
38.901183858	NA
38.913925818	NA
38.926626798	NA
38.939322558	NA
38.952017598	NA
38.964695998	NA
38.977369118	NA
38.990040238	NA
39.002672938	NA
39.015295438	NA
39.027880778	NA
39.040450538	NA
39.053000318	NA
39.065533118	NA
39.078046738	NA
39.090550218	NA
39.103019898	NA
39.115487698	NA
39.127942698	NA
39.140384618	NA
39.152825718	NA
39.165263878	NA
39.177687198	NA
39.190099998	NA
39.202479998	NA
39.214851578	NA
39.227213498	NA
39.239570018	NA
39.251924598	NA
39.264262998	NA
39.276595338	NA
39.288907878	NA
39.301220178	NA
39.313520578	NA
39.325799294	NA
39.338076614	NA
39.350337734	NA
39.362595574	NA
39.374833474	NA
39.387064654	NA
39.399290714	NA
39.411488074	NA
39.423656274	NA
39.435821394	NA
39.447983894	NA
39.460145614	NA
39.472281934	NA
39.484416914	NA
39.496550434	NA
39.508683874	NA
39.520776034	NA
39.532853554	NA
39.544930654	NA
39.556978054	NA
39.569023894	NA
39.581068654	NA
39.593113134	NA
39.605146254	NA
39.617171234	NA
39.629191374	NA
39.641208474	NA
39.653221414	NA
39.665230234	NA
39.677235354	NA
39.689238794	NA
39.701203094	NA
39.713146974	NA
39.725075374	NA
39.736996014	NA
39.748915534	NA
39.760831774	NA
39.772744234	NA
39.784656554	NA
39.796565754	NA
39.808473834	NA
39.820359774	NA
39.832211094	NA
39.844050234	NA
39.855868714	NA
39.867681674	NA
39.879483434	NA
39.891282254	NA
39.903042094	NA
39.914799214	NA
39.926527174	NA
39.938214334	NA
39.949895094	NA
39.961571534	NA
39.973230034	NA
39.984866834	NA
39.996502434	NA
40.008131174	NA
40.019759874	NA
40.031385834	NA
40.042998834	NA
40.054581634	NA
40.066163434	NA
40.077743754	NA
40.089307854	NA
40.100857994	NA
40.112397734	NA
40.123884314	NA
40.135369854	NA
40.146849494	NA
40.158326454	NA
40.169777134	NA
40.181214634	NA
40.192649854	NA
40.204084354	NA
40.215496794	NA
40.226903014	NA
40.238301514	NA
40.249668394	NA
40.261006474	NA
40.272344074	NA
40.283669174	NA
40.294987474	NA
40.306303494	NA
40.317605934	NA
40.328897974	NA
40.340184714	NA
40.351466394	NA
40.362733494	NA
40.373998454	NA
40.385236534	NA
40.396473774	NA
40.407706014	NA
40.418935134	NA
40.430147034	NA
40.441357794	NA
40.452556954	NA
40.463754234	NA
40.474948954	NA
40.486141774	NA
40.497332634	NA
