BMI	WHR	FG	LDL	TG	SBP	DBP
6.559941742	4.20278098	NA	11.7856326900612	7.6899475537432	9.51300179619641	8.69672845638219
6.575974942	4.2091157	NA	11.795479861338	7.6987080452432	9.53378529671931	8.71682037413762
6.591889342	4.21533842	NA	11.8052894914308	7.7072801225708	9.55438738162421	8.73685949278633
6.607790702	4.22152082	NA	11.8150550656548	7.71579669368	9.57497571770449	8.75689680985147
6.623625002	4.22766134	NA	11.8247791956288	7.7241981833822	9.59553465526299	8.77687830212132
6.639290762	4.23378452	NA	11.83442409465	7.7324943746666	9.616035462196	8.79682710237736
6.654950582	4.23986472	NA	11.844052781809	7.7407094891682	9.6364729875255	8.8167027254487
6.670583082	4.24588776	NA	11.8536571918387	7.748921360797	9.65687647283124	8.83656754275636
6.686204082	4.25185736	NA	11.8632037536307	7.757086940788	9.67720318771729	8.85637898721649
6.701824062	4.25780736	NA	11.8727381944041	7.7652184418912	9.69743928380623	8.87617390532447
6.717391902	4.2636444	NA	11.8821256695837	7.7732501134315	9.71761969124083	8.89596107886576
6.732946902	4.26946776	NA	11.8914210994807	7.7812452265751	9.73776745004816	8.9157176927655
6.748494842	4.27524688	NA	11.9007116035455	7.7892041669795	9.75788685036749	8.93546516045158
6.763982882	4.28100424	NA	11.9099882744751	7.7970739531901	9.77800468712256	8.9551957579148
6.779436602	4.286704	NA	11.9190238602701	7.8049384541981	9.79808626792608	8.97489580508078
6.794766602	4.29239994	NA	11.9279829401613	7.8127945488333	9.81815693306	8.99456862665613
6.810087622	4.29808276	NA	11.9368875878694	7.8206188067693	9.8382038812079	9.01411682499658
6.825389782	4.30371236	NA	11.9457673249841	7.8282551333861	9.85819631659548	9.03366427579198
6.840640262	4.30933798	NA	11.9544429853881	7.8358912256161	9.87816944225722	9.05317956906829
6.855809262	4.31494414	NA	11.9630824782458	7.8434121069217	9.89813378736369	9.07264955550813
6.870972322	4.3205407	NA	11.9716893809216	7.8509264259001	9.91806011150637	9.09202385991959
6.886112482	4.3260889	NA	11.9802762866968	7.8584134320881	9.93797025773658	9.11133941850347
6.901238402	4.33161438	NA	11.988859772577	7.8658815061925	9.95787380537423	9.13062995488575
6.916347942	4.33713374	NA	11.997438378033	7.8733116812455	9.97771252424104	9.14986528880398
6.931391922	4.34264822	NA	12.005932382476	7.8807206016175	9.99745879839564	9.16907999234776
6.946393062	4.34813942	NA	12.0142759521208	7.8880338718105	10.0171833899546	9.18822469203555
6.961388142	4.35360254	NA	12.0225481359378	7.8953278986601	10.0367124598521	9.20735676194976
6.976154222	4.35906274	NA	12.0307939128594	7.9025489552853	10.0561441319938	9.22647466588531
6.990903242	4.36451338	NA	12.0389513052498	7.9097438340165	10.0755391839378	9.24556575351114
7.005651782	4.3699073	NA	12.047097660389	7.9169260424197	10.0949316744474	9.26458271643891
7.020372602	4.3752926	NA	12.055034995775	7.9240844451869	10.1142895627528	9.28358266711025
7.034899882	4.38064184	NA	12.062953107171	7.9312163098595	10.133634404959	9.30257144572086
7.049361602	4.38599072	NA	12.0707389520766	7.9383063144565	10.1529437068226	9.32147883349554
7.063787042	4.39131088	NA	12.0785023975451	7.9453960872385	10.1721218414558	9.34036817927049
7.078169982	4.39652912	NA	12.0862220416439	7.95241273041134	10.1912371840509	9.3592447233365
7.092529382	4.40173996	NA	12.0937840568519	7.95938257734614	10.2102854503248	9.37811940788421
7.106842382	4.40692882	NA	12.1012636791119	7.96633168868414	10.2293000033423	9.39698882223933
7.121138702	4.41206472	NA	12.1087241546659	7.97327029050254	10.2483004011256	9.41579096875333
7.135398002	4.41707448	NA	12.1161664160019	7.98014192013134	10.2671730457534	9.43458278232591
7.149634562	4.42205968	NA	12.1236018444419	7.98697793809154	10.2859627242648	9.45336745310557
7.163863042	4.42684348	NA	12.1310280580619	7.99381034205814	10.3047345359802	9.47204438956181
7.178058562	4.43157492	NA	12.1383937068923	8.00059937588494	10.3234674237294	9.49072095411439
7.192206362	4.4362522	NA	12.1456263604895	8.00738074408786	10.3420663005525	9.50934391968705
7.206321962	4.44092676	NA	12.1528044338475	8.01412925351906	10.3606295304528	9.5278517222074
7.220398682	4.44557452	NA	12.1598933228767	8.02086807599786	10.379117729179	9.54633219261194
7.234421922	4.45014076	NA	12.1669657795157	8.02757052333946	10.3975996361695	9.56473296163236
7.248429002	4.45462948	NA	12.1740268741241	8.03425339617566	10.4160615178253	9.58313181880631
7.262338142	4.45911652	NA	12.1810592558273	8.04077515422926	10.4345210207553	9.60148335824761
7.276246542	4.46353102	NA	12.1880522932937	8.04727419590486	10.4529593177718	9.61983187013147
7.290134442	4.46787186	NA	12.1950383394713	8.05368976274386	10.4713428736421	9.63815962268936
7.303955102	4.4720678	NA	12.201974591465	8.06008317662646	10.4897202701233	9.65637095631925
7.317694502	4.47618044	NA	12.2088798484754	8.06646529026806	10.5080738114159	9.67457900635751
